UPDATE SingleCodeCoupon;couponId[unique=true];endDate[dateformat=dd-MM-yyyy HH:mm:ss];maxRedemptionsPerCustomer;active[default=true]
; EM108058-3 ;03-06-2020 23:59:59;10;true
; EM108058-4 ;03-06-2020 23:59:59;10;true
; EM108058-5 ;03-06-2020 23:59:59;10;true
; EM108378-1 ;03-06-2020 23:59:59;10;true
; EM108378-2 ;03-06-2020 23:59:59;10;true
; EM108378-3 ;03-06-2020 23:59:59;10;true
; EM108378-4 ;03-06-2020 23:59:59;10;true
; EM108378-5 ;03-06-2020 23:59:59;10;true
; EM108478-1 ;03-06-2020 23:59:59;10;true
; EM108478-2 ;03-06-2020 23:59:59;10;true
; EM108478-3 ;03-06-2020 23:59:59;10;true
; EM108478-4 ;03-06-2020 23:59:59;10;true
; EM108478-5 ;03-06-2020 23:59:59;10;true
; EM108479-1 ;03-06-2020 23:59:59;10;true
; EM108479-2 ;03-06-2020 23:59:59;10;true
; EM108479-3 ;03-06-2020 23:59:59;10;true
; EM108479-4 ;03-06-2020 23:59:59;10;true
; EM108479-5 ;03-06-2020 23:59:59;10;true
; EM108578-1 ;03-06-2020 23:59:59;10;true
; EM108578-2 ;03-06-2020 23:59:59;10;true
; EM108578-3 ;03-06-2020 23:59:59;10;true
; EM108578-4 ;03-06-2020 23:59:59;10;true
; EM108578-5 ;03-06-2020 23:59:59;10;true
; EM108718-1 ;03-06-2020 23:59:59;10;true
; EM108718-2 ;03-06-2020 23:59:59;10;true
; EM108718-3 ;03-06-2020 23:59:59;10;true
; EM108718-4 ;03-06-2020 23:59:59;10;true
; EM108718-5 ;03-06-2020 23:59:59;10;true
; EM10885-1 ;03-06-2020 23:59:59;10;true
; EM10885-2 ;03-06-2020 23:59:59;10;true
; EM10885-3 ;03-06-2020 23:59:59;10;true
; EM10885-4 ;03-06-2020 23:59:59;10;true
; EM10885-5 ;03-06-2020 23:59:59;10;true
; EM10897-1 ;03-06-2020 23:59:59;10;true
; EM10897-2 ;03-06-2020 23:59:59;10;true
; EM10897-3 ;03-06-2020 23:59:59;10;true
; EM10897-4 ;03-06-2020 23:59:59;10;true
; EM10897-5 ;03-06-2020 23:59:59;10;true
; EM10918-1 ;03-06-2020 23:59:59;10;true
; EM10918-2 ;03-06-2020 23:59:59;10;true
; EM10918-3 ;03-06-2020 23:59:59;10;true
; EM10918-4 ;03-06-2020 23:59:59;10;true
; EM10918-5 ;03-06-2020 23:59:59;10;true
; EM109618-1 ;03-06-2020 23:59:59;10;true
; EM109618-2 ;03-06-2020 23:59:59;10;true
; EM109618-3 ;03-06-2020 23:59:59;10;true
; EM109618-4 ;03-06-2020 23:59:59;10;true
; EM109618-5 ;03-06-2020 23:59:59;10;true
; EM10965-1 ;03-06-2020 23:59:59;10;true
; EM10965-2 ;03-06-2020 23:59:59;10;true
; EM10965-3 ;03-06-2020 23:59:59;10;true
; EM10965-4 ;03-06-2020 23:59:59;10;true
; EM10965-5 ;03-06-2020 23:59:59;10;true
; EM109678-1 ;03-06-2020 23:59:59;10;true
; EM109678-2 ;03-06-2020 23:59:59;10;true
; EM109678-3 ;03-06-2020 23:59:59;10;true
; EM109678-4 ;03-06-2020 23:59:59;10;true
; EM109678-5 ;03-06-2020 23:59:59;10;true
; EM10968-1 ;03-06-2020 23:59:59;10;true
; EM10968-2 ;03-06-2020 23:59:59;10;true
; EM10968-3 ;03-06-2020 23:59:59;10;true
; EM10968-4 ;03-06-2020 23:59:59;10;true
; EM10968-5 ;03-06-2020 23:59:59;10;true
; EM109758-1 ;03-06-2020 23:59:59;10;true
; EM109758-2 ;03-06-2020 23:59:59;10;true
; EM109758-3 ;03-06-2020 23:59:59;10;true
; EM109758-4 ;03-06-2020 23:59:59;10;true
; EM109758-5 ;03-06-2020 23:59:59;10;true
; EM109798-1 ;03-06-2020 23:59:59;10;true
; EM109798-2 ;03-06-2020 23:59:59;10;true
; EM109798-3 ;03-06-2020 23:59:59;10;true
; EM109798-4 ;03-06-2020 23:59:59;10;true
; EM109798-5 ;03-06-2020 23:59:59;10;true
; EM109819-1 ;03-06-2020 23:59:59;10;true
; EM109819-2 ;03-06-2020 23:59:59;10;true
; EM109819-3 ;03-06-2020 23:59:59;10;true
; EM109819-4 ;03-06-2020 23:59:59;10;true
; EM109819-5 ;03-06-2020 23:59:59;10;true
; EM110559-1 ;03-06-2020 23:59:59;10;true
; EM110559-2 ;03-06-2020 23:59:59;10;true
; EM110559-3 ;03-06-2020 23:59:59;10;true
; EM110559-4 ;03-06-2020 23:59:59;10;true
; EM110559-5 ;03-06-2020 23:59:59;10;true
; EM110798-1 ;03-06-2020 23:59:59;10;true
; EM110798-2 ;03-06-2020 23:59:59;10;true
; EM110798-3 ;03-06-2020 23:59:59;10;true
; EM110798-4 ;03-06-2020 23:59:59;10;true
; EM110798-5 ;03-06-2020 23:59:59;10;true
; EM111158-1 ;03-06-2020 23:59:59;10;true
; EM111158-2 ;03-06-2020 23:59:59;10;true
; EM111158-3 ;03-06-2020 23:59:59;10;true
; EM111158-4 ;03-06-2020 23:59:59;10;true
; EM111158-5 ;03-06-2020 23:59:59;10;true
; EM11173-1 ;03-06-2020 23:59:59;10;true
; EM11173-2 ;03-06-2020 23:59:59;10;true
; EM11173-3 ;03-06-2020 23:59:59;10;true
; EM11173-4 ;03-06-2020 23:59:59;10;true
; EM11173-5 ;03-06-2020 23:59:59;10;true
; EM111838-1 ;03-06-2020 23:59:59;10;true
; EM111838-2 ;03-06-2020 23:59:59;10;true
; EM111838-3 ;03-06-2020 23:59:59;10;true
; EM111838-4 ;03-06-2020 23:59:59;10;true
; EM111838-5 ;03-06-2020 23:59:59;10;true
; EM112518-1 ;03-06-2020 23:59:59;10;true
; EM112518-2 ;03-06-2020 23:59:59;10;true
; EM112518-3 ;03-06-2020 23:59:59;10;true
; EM112518-4 ;03-06-2020 23:59:59;10;true
; EM112518-5 ;03-06-2020 23:59:59;10;true
; EM112558-1 ;03-06-2020 23:59:59;10;true
; EM112558-2 ;03-06-2020 23:59:59;10;true
; EM112558-3 ;03-06-2020 23:59:59;10;true
; EM112558-4 ;03-06-2020 23:59:59;10;true
; EM112558-5 ;03-06-2020 23:59:59;10;true
; EM112598-1 ;03-06-2020 23:59:59;10;true
; EM112598-2 ;03-06-2020 23:59:59;10;true
; EM112598-3 ;03-06-2020 23:59:59;10;true
; EM112598-4 ;03-06-2020 23:59:59;10;true
; EM112598-5 ;03-06-2020 23:59:59;10;true
; EM112858-1 ;03-06-2020 23:59:59;10;true
; EM112858-2 ;03-06-2020 23:59:59;10;true
; EM112858-3 ;03-06-2020 23:59:59;10;true
; EM112858-4 ;03-06-2020 23:59:59;10;true
; EM112858-5 ;03-06-2020 23:59:59;10;true
; EM112978-1 ;03-06-2020 23:59:59;10;true
; EM112978-2 ;03-06-2020 23:59:59;10;true
; EM112978-3 ;03-06-2020 23:59:59;10;true
; EM112978-4 ;03-06-2020 23:59:59;10;true
; EM112978-5 ;03-06-2020 23:59:59;10;true
; EM113078-1 ;03-06-2020 23:59:59;10;true
; EM113078-2 ;03-06-2020 23:59:59;10;true
; EM113078-3 ;03-06-2020 23:59:59;10;true
; EM113078-4 ;03-06-2020 23:59:59;10;true
; EM113078-5 ;03-06-2020 23:59:59;10;true
; EM11360-1 ;03-06-2020 23:59:59;10;true
; EM11360-2 ;03-06-2020 23:59:59;10;true
; EM11360-3 ;03-06-2020 23:59:59;10;true
; EM11360-4 ;03-06-2020 23:59:59;10;true
; EM11360-5 ;03-06-2020 23:59:59;10;true
; EM11413-1 ;03-06-2020 23:59:59;10;true
; EM11413-2 ;03-06-2020 23:59:59;10;true
; EM11413-3 ;03-06-2020 23:59:59;10;true
; EM11413-4 ;03-06-2020 23:59:59;10;true
; EM11413-5 ;03-06-2020 23:59:59;10;true
; EM11425-1 ;03-06-2020 23:59:59;10;true
; EM11425-2 ;03-06-2020 23:59:59;10;true
; EM11425-3 ;03-06-2020 23:59:59;10;true
; EM11425-4 ;03-06-2020 23:59:59;10;true
; EM11425-5 ;03-06-2020 23:59:59;10;true
; EM11479-1 ;03-06-2020 23:59:59;10;true
; EM11479-2 ;03-06-2020 23:59:59;10;true
; EM11479-3 ;03-06-2020 23:59:59;10;true
; EM11479-4 ;03-06-2020 23:59:59;10;true
; EM11479-5 ;03-06-2020 23:59:59;10;true
; EM11482-1 ;03-06-2020 23:59:59;10;true
; EM11482-2 ;03-06-2020 23:59:59;10;true
; EM11482-3 ;03-06-2020 23:59:59;10;true
; EM11482-4 ;03-06-2020 23:59:59;10;true
; EM11482-5 ;03-06-2020 23:59:59;10;true
; EM11507-1 ;03-06-2020 23:59:59;10;true
; EM11507-2 ;03-06-2020 23:59:59;10;true
; EM11507-3 ;03-06-2020 23:59:59;10;true
; EM11507-4 ;03-06-2020 23:59:59;10;true
; EM11507-5 ;03-06-2020 23:59:59;10;true
; EM11542-1 ;03-06-2020 23:59:59;10;true
; EM11542-2 ;03-06-2020 23:59:59;10;true
; EM11542-3 ;03-06-2020 23:59:59;10;true
; EM11542-4 ;03-06-2020 23:59:59;10;true
; EM11542-5 ;03-06-2020 23:59:59;10;true
; EM115498-1 ;03-06-2020 23:59:59;10;true
; EM115498-2 ;03-06-2020 23:59:59;10;true
; EM115498-3 ;03-06-2020 23:59:59;10;true
; EM115498-4 ;03-06-2020 23:59:59;10;true
; EM115498-5 ;03-06-2020 23:59:59;10;true
; EM115518-1 ;03-06-2020 23:59:59;10;true
; EM115518-2 ;03-06-2020 23:59:59;10;true
; EM115518-3 ;03-06-2020 23:59:59;10;true
; EM115518-4 ;03-06-2020 23:59:59;10;true
; EM115518-5 ;03-06-2020 23:59:59;10;true
; EM115978-1 ;03-06-2020 23:59:59;10;true
; EM115978-2 ;03-06-2020 23:59:59;10;true
; EM115978-3 ;03-06-2020 23:59:59;10;true
; EM115978-4 ;03-06-2020 23:59:59;10;true
